,timestamp,gender,age,language,EQ_score_raw,SQ_score_raw,EQ_score_std,SQ_score_std,D_score,E_score_raw,A_score_raw,E_score_std,A_score_std,EA_score,covid_1,covid_2,covid_3,covid_4,covid_5,covid_6,covid_7,covid_8,covid_9,covid_10,covid_11,covid_12,covid_13,covid_14,covid_15
197,2020/05/04 3:32:40 am GMT+8,F,26,French,13.0,11.0,0.10129629629629626,0.16166666666666668,-0.06037037037037042,8.5,3.0,1.3198951728940183,-0.27598312887371274,1.595878301767731,3.0,1.0,1.0,1.0,3,2.0,3.0,Yes,Yes,Yes,Yes,Yes,No,1.0,4.0
198,2020/05/04 3:35:35 am GMT+8,F,18,French,15.0,12.0,0.20129629629629625,0.21166666666666667,-0.010370370370370419,6.0,7.25,0.1988784488028905,1.6015062114248346,-1.402627762621944,2.0,1.0,1.0,2.0,3,2.0,3.0,No,No,No,No,Yes,Yes,2.0,1.0
199,2020/05/04 3:39:51 am GMT+8,F,39,French,10.0,4.0,-0.048703703703703735,-0.18833333333333332,0.1396296296296296,9.0,8.25,1.5440985177122437,2.0432684091421396,-0.4991698914298959,2.0,2.0,3.0,2.0,1,1.0,3.0,No,No,No,No,Yes,Yes,2.0,4.0
200,2020/05/04 3:40:34 am GMT+8,F,54,French,13.0,5.0,0.10129629629629626,-0.13833333333333334,0.23962962962962958,7.5,2.5,0.8714884832575671,-0.4968642277323653,1.3683527109899325,1.0,1.0,3.0,1.0,1,3.0,3.0,No,Yes,Yes,Yes,Yes,Yes,4.0,3.0
201,2020/05/04 3:45:55 am GMT+8,F,21,French,10.0,4.0,-0.048703703703703735,-0.18833333333333332,0.1396296296296296,7.5,6.75,0.8714884832575671,1.380625112566182,-0.5091366293086148,2.0,1.0,1.0,1.0,1,3.0,4.0,No,No,No,No,Yes,No,2.0,2.0
202,2020/05/04 3:49:43 am GMT+8,F,22,French,15.0,10.0,0.20129629629629625,0.11166666666666666,0.08962962962962959,6.5,4.25,0.42308179362111603,0.27621961827291885,0.14686217534819718,2.0,1.0,2.0,1.0,0,2.0,4.0,No,No,No,Yes,Yes,No,1.0,1.0
203,2020/05/04 3:51:14 am GMT+8,F,47,French,11.0,5.0,0.001296296296296262,-0.13833333333333334,0.1396296296296296,4.75,0.5,-0.3616299132426734,-1.3803886231669757,1.0187587099243023,1.0,2.0,3.0,2.0,1,3.0,4.0,No,No,No,Yes,Yes,No,4.0,4.0
204,2020/05/04 3:52:59 am GMT+8,F,55,French,16.0,7.0,0.25129629629629624,-0.03833333333333333,0.28962962962962957,6.5,0.5,0.42308179362111603,-1.3803886231669757,1.8034704167880917,2.0,2.0,1.0,2.0,4,2.0,1.0,Yes,No,Yes,Yes,Yes,Yes,1.0,1.0
205,2020/05/04 3:53:05 am GMT+8,F,24,French,15.0,5.0,0.20129629629629625,-0.13833333333333334,0.3396296296296296,7.5,6.5,0.8714884832575671,1.2701845631368556,-0.39869607987928846,1.0,2.0,2.0,1.0,2,2.0,3.0,Yes,Yes,Yes,No,Yes,No,2.0,3.0
206,2020/05/04 3:53:41 am GMT+8,M,27,French,13.0,4.0,0.10129629629629626,-0.18833333333333332,0.28962962962962957,4.5,3.0,-0.4737315856517862,-0.27598312887371274,-0.19774845677807346,2.0,1.0,3.0,1.0,1,3.0,4.0,No,Yes,Yes,No,Yes,No,1.0,3.0
207,2020/05/04 3:54:31 am GMT+8,M,20,French,16.0,13.0,0.25129629629629624,0.26166666666666666,-0.010370370370370419,5.25,3.5,-0.13742656842444784,-0.055102030015060095,-0.08232453840938775,2.0,1.0,1.0,2.0,1,2.0,2.0,No,No,No,No,Yes,No,1.0,1.0
208,2020/05/04 4:01:42 am GMT+8,F,40,French,13.0,1.0,0.10129629629629626,-0.3383333333333333,0.4396296296296296,6.5,3.75,0.42308179362111603,0.055338519414266214,0.3677432742068498,2.0,2.0,3.0,1.0,3,2.0,2.0,No,Yes,Yes,Yes,Yes,No,2.0,3.0
209,2020/05/04 4:09:34 am GMT+8,F,43,French,18.0,7.0,0.3512962962962963,-0.03833333333333333,0.3896296296296296,8.0,2.5,1.0956918280757928,-0.4968642277323653,1.5925560558081582,1.0,1.0,3.0,1.0,2,2.0,4.0,No,Yes,Yes,Yes,Yes,No,2.0,3.0
210,2020/05/04 4:13:40 am GMT+8,M,47,French,7.0,3.0,-0.19870370370370374,-0.23833333333333334,0.0396296296296296,6.5,1.0,0.42308179362111603,-1.1595075243083233,1.5825893179294392,1.0,2.0,3.0,1.0,0,3.0,4.0,No,Yes,Yes,No,Yes,No,1.0,3.0
211,2020/05/04 4:13:43 am GMT+8,F,46,French,11.0,6.0,0.001296296296296262,-0.08833333333333333,0.0896296296296296,6.75,-2.0,0.5351834660302288,-2.4847941174602393,3.0199775834904683,1.0,1.0,3.0,1.0,0,3.0,4.0,No,Yes,Yes,No,Yes,No,1.0,3.0
212,2020/05/04 4:28:22 am GMT+8,F,51,French,10.0,10.0,-0.048703703703703735,0.11166666666666666,-0.16037037037037039,7.75,1.75,0.98359015566668,-0.8281858760203443,1.8117760316870242,1.0,2.0,2.0,2.0,2,2.0,4.0,No,No,No,Yes,Yes,No,1.0,1.0
213,2020/05/04 4:33:26 am GMT+8,M,24,French,15.0,11.0,0.20129629629629625,0.16166666666666668,0.03962962962962957,4.25,2.0,-0.5858332580608989,-0.717745326591018,0.13191206853011905,2.0,1.0,1.0,1.0,1,2.0,4.0,No,No,No,Yes,Yes,No,1.0,1.0
214,2020/05/04 4:39:02 am GMT+8,F,50,French,16.0,12.0,0.25129629629629624,0.21166666666666667,0.03962962962962957,7.75,1.25,0.98359015566668,-1.049066974878997,2.032657130545677,2.0,2.0,2.0,1.0,1,1.0,4.0,No,No,No,No,Yes,Yes,1.0,2.0
215,2020/05/04 4:45:43 am GMT+8,F,58,French,10.0,9.0,-0.048703703703703735,0.06166666666666667,-0.1103703703703704,7.0,5.0,0.6472851384393415,0.6075412665608978,0.03974387187844375,1.0,1.0,2.0,1.0,1,1.0,4.0,Yes,Yes,Yes,Yes,Yes,No,2.0,3.0
216,2020/05/04 4:46:14 am GMT+8,F,58,French,10.0,9.0,-0.048703703703703735,0.06166666666666667,-0.1103703703703704,7.0,5.0,0.6472851384393415,0.6075412665608978,0.03974387187844375,1.0,1.0,2.0,1.0,1,1.0,4.0,Yes,Yes,Yes,Yes,Yes,No,2.0,3.0
217,2020/05/04 4:46:32 am GMT+8,F,58,French,10.0,9.0,-0.048703703703703735,0.06166666666666667,-0.1103703703703704,7.0,5.0,0.6472851384393415,0.6075412665608978,0.03974387187844375,1.0,1.0,2.0,1.0,1,1.0,4.0,Yes,Yes,Yes,Yes,Yes,No,2.0,3.0
218,2020/05/04 4:50:34 am GMT+8,F,23,French,8.0,8.0,-0.14870370370370373,0.011666666666666669,-0.16037037037037039,7.5,4.0,0.8714884832575671,0.16577906884359253,0.7057094144139746,2.0,1.0,3.0,1.0,0,3.0,4.0,No,No,No,Yes,Yes,No,1.0,2.0
219,2020/05/04 4:50:48 am GMT+8,F,23,French,14.0,8.0,0.15129629629629626,0.011666666666666669,0.1396296296296296,6.25,2.25,0.31098012121200325,-0.6073047771616916,0.9182848983736949,2.0,3.0,2.0,2.0,1,2.0,3.0,No,No,No,No,Yes,No,2.0,3.0
220,2020/05/04 5:01:21 am GMT+8,M,42,French,5.0,8.0,-0.29870370370370375,0.011666666666666669,-0.3103703703703704,8.0,0.0,1.0956918280757928,-1.6012697220256285,2.6969615501014212,2.0,2.0,4.0,3.0,3,2.0,4.0,No,No,No,No,No,Yes,2.0,2.0
221,2020/05/04 5:07:59 am GMT+8,M,68,French,8.0,14.0,-0.14870370370370373,0.31166666666666665,-0.4603703703703704,5.5,3.5,-0.025324896015335066,-0.055102030015060095,0.02977713399972503,2.0,4.0,1.0,4.0,4,2.0,2.0,Yes,Yes,Yes,No,Yes,Yes,3.0,4.0
222,2020/05/04 5:14:16 am GMT+8,M,23,French,5.0,5.0,-0.29870370370370375,-0.13833333333333334,-0.1603703703703704,1.5,0.25,-1.8189516545611395,-1.490829172596302,-0.3281224819648374,3.0,2.0,2.0,3.0,2,2.0,4.0,No,No,No,No,Yes,No,2.0,2.0
223,2020/05/04 5:17:11 am GMT+8,M,23,French,11.0,2.0,0.001296296296296262,-0.28833333333333333,0.28962962962962957,6.0,2.25,0.1988784488028905,-0.6073047771616916,0.8061832259645821,3.0,3.0,1.0,3.0,1,3.0,4.0,No,No,No,Yes,Yes,Yes,1.0,2.0
224,2020/05/04 5:26:38 am GMT+8,M,23,French,5.0,4.0,-0.29870370370370375,-0.18833333333333332,-0.11037037037037042,6.5,2.25,0.42308179362111603,-0.6073047771616916,1.0303865707828077,3.0,2.0,4.0,1.0,0,1.0,4.0,No,Yes,No,No,Yes,Yes,3.0,4.0
225,2020/05/04 5:34:29 am GMT+8,F,40,French,18.0,5.0,0.3512962962962963,-0.13833333333333334,0.48962962962962964,6.5,5.75,0.42308179362111603,0.9388629148488767,-0.5157811212277608,3.0,3.0,4.0,2.0,1,4.0,2.0,No,Yes,Yes,Yes,Yes,No,1.0,1.0
226,2020/05/04 5:37:09 am GMT+8,F,46,French,5.0,5.0,-0.29870370370370375,-0.13833333333333334,-0.1603703703703704,6.75,3.5,0.5351834660302288,-0.055102030015060095,0.5902854960452889,2.0,1.0,3.0,1.0,3,1.0,4.0,Yes,Yes,Yes,Yes,Yes,No,1.0,1.0
227,2020/05/04 5:54:30 am GMT+8,M,24,French,12.0,9.0,0.051296296296296263,0.06166666666666667,-0.010370370370370405,7.75,3.25,0.98359015566668,-0.1655425794443864,1.1491327351110663,1.0,1.0,1.0,1.0,0,1.0,2.0,No,No,Yes,Yes,Yes,No,3.0,3.0
228,2020/05/04 5:56:28 am GMT+8,M,63,French,6.0,9.0,-0.24870370370370373,0.06166666666666667,-0.3103703703703704,2.0,1.0,-1.594748309742914,-1.1595075243083233,-0.43524078543459077,2.0,2.0,2.0,2.0,4,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,2.0,2.0
229,2020/05/04 6:04:45 am GMT+8,F,55,French,10.0,9.0,-0.048703703703703735,0.06166666666666667,-0.1103703703703704,8.0,7.75,1.0956918280757928,1.822387310283487,-0.7266954822076943,1.0,1.0,1.0,1.0,0,2.0,3.0,No,No,No,Yes,Yes,No,1.0,1.0
230,2020/05/04 6:06:32 am GMT+8,M,65,French,6.0,3.0,-0.24870370370370373,-0.23833333333333334,-0.010370370370370391,0.5,4.75,-2.2673583441975906,0.49710071713157145,-2.764459061329162,2.0,3.0,3.0,2.0,4,2.0,2.0,Yes,Yes,Yes,No,Yes,No,1.0,3.0
231,2020/05/04 6:09:43 am GMT+8,F,48,French,12.0,3.0,0.051296296296296263,-0.23833333333333334,0.2896296296296296,8.0,1.0,1.0956918280757928,-1.1595075243083233,2.255199352384116,1.0,1.0,2.0,1.0,0,4.0,3.0,No,Yes,Yes,Yes,Yes,No,2.0,3.0
232,2020/05/04 6:11:28 am GMT+8,M,20,French,1.0,6.0,-0.49870370370370376,-0.08833333333333333,-0.41037037037037044,4.0,0.25,-0.6979349304700118,-1.490829172596302,0.7928942421262903,3.0,2.0,2.0,1.0,0,2.0,3.0,No,No,No,No,Yes,No,2.0,3.0
233,2020/05/04 6:13:16 am GMT+8,F,23,French,17.0,11.0,0.3012962962962963,0.16166666666666668,0.1396296296296296,7.5,4.5,0.8714884832575671,0.38666016770224515,0.48482831555532196,1.0,1.0,2.0,2.0,1,2.0,3.0,No,No,No,No,Yes,Yes,1.0,2.0
234,2020/05/04 6:55:42 am GMT+8,F,44,French,12.0,8.0,0.051296296296296263,0.011666666666666669,0.0396296296296296,7.5,1.75,0.8714884832575671,-0.8281858760203443,1.6996743592779113,2.0,2.0,3.0,1.0,1,1.0,4.0,No,Yes,Yes,Yes,Yes,Yes,1.0,1.0
235,2020/05/04 7:14:46 am GMT+8,M,64,French,5.0,5.0,-0.29870370370370375,-0.13833333333333334,-0.1603703703703704,2.75,3.0,-1.2584432925155755,-0.27598312887371274,-0.9824601636418628,2.0,1.0,2.0,2.0,2,2.0,3.0,No,Yes,Yes,Yes,Yes,No,2.0,4.0
236,2020/05/04 7:25:00 am GMT+8,F,47,French,18.0,3.0,0.3512962962962963,-0.23833333333333334,0.5896296296296296,2.5,2.0,-1.3705449649246884,-0.717745326591018,-0.6527996383336704,1.0,2.0,3.0,1.0,0,1.0,3.0,No,Yes,Yes,Yes,Yes,No,4.0,4.0
237,2020/05/04 7:38:37 am GMT+8,M,23,French,12.0,4.0,0.051296296296296263,-0.18833333333333332,0.23962962962962958,6.75,6.0,0.5351834660302288,1.049303464278203,-0.5141199982479743,3.0,3.0,2.0,2.0,1,2.0,4.0,No,No,No,Yes,Yes,No,2.0,2.0
238,2020/05/04 8:01:46 am GMT+8,M,65,French,9.0,15.0,-0.09870370370370374,0.3616666666666667,-0.46037037037037043,5.25,3.75,-0.13742656842444784,0.055338519414266214,-0.19276508783871404,2.0,1.0,1.0,1.0,1,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,1.0,2.0
239,2020/05/04 10:11:20 am GMT+8,M,18,French,6.0,3.0,-0.24870370370370373,-0.23833333333333334,-0.010370370370370391,5.75,4.5,0.0867767763937777,0.38666016770224515,-0.2998833913084674,3.0,2.0,4.0,1.0,3,2.0,4.0,No,No,No,No,No,No,4.0,4.0
240,2020/05/04 11:53:13 am GMT+8,M,22,French,3.0,5.0,-0.3987037037037037,-0.13833333333333334,-0.26037037037037036,4.75,2.0,-0.3616299132426734,-0.717745326591018,0.35611541334834457,3.0,3.0,4.0,4.0,3,4.0,2.0,No,No,No,No,Yes,No,2.0,2.0
241,2020/05/04 12:38:43 pm GMT+8,F,39,French,15.0,4.0,0.20129629629629625,-0.18833333333333332,0.38962962962962955,8.25,6.0,1.2077935004849054,1.049303464278203,0.15849003620670232,2.0,2.0,3.0,1.0,2,2.0,4.0,No,No,No,Yes,Yes,No,2.0,3.0
242,2020/05/04 1:33:38 pm GMT+8,M,23,French,9.0,6.0,-0.09870370370370374,-0.08833333333333333,-0.010370370370370405,3.0,3.0,-1.146341620106463,-0.27598312887371274,-0.8703584912327502,2.0,1.0,1.0,2.0,2,1.0,4.0,No,No,No,No,Yes,No,2.0,2.0
243,2020/05/04 1:37:36 pm GMT+8,F,47,French,6.0,4.0,-0.24870370370370373,-0.18833333333333332,-0.06037037037037041,5.0,1.25,-0.24952824083356062,-1.049066974878997,0.7995387340454363,1.0,3.0,3.0,1.0,0,1.0,2.0,No,No,No,No,Yes,No,1.0,3.0
244,2020/05/04 2:12:14 pm GMT+8,M,24,French,19.0,5.0,0.40129629629629626,-0.13833333333333334,0.5396296296296296,2.5,3.5,-1.3705449649246884,-0.055102030015060095,-1.3154429349096282,2.0,4.0,1.0,1.0,1,1.0,4.0,No,No,No,Yes,Yes,No,1.0,1.0
245,2020/05/04 2:37:47 pm GMT+8,F,20,French,9.0,12.0,-0.09870370370370374,0.21166666666666667,-0.3103703703703704,5.75,2.25,0.0867767763937777,-0.6073047771616916,0.6940815535554693,2.0,3.0,3.0,1.0,0,3.0,4.0,No,No,No,Yes,Yes,No,4.0,4.0
246,2020/05/04 2:38:21 pm GMT+8,M,27,French,6.0,9.0,-0.24870370370370373,0.06166666666666667,-0.3103703703703704,5.5,3.0,-0.025324896015335066,-0.27598312887371274,0.2506582328583777,2.0,1.0,3.0,2.0,1,2.0,4.0,No,No,No,Yes,Yes,Yes,1.0,1.0
247,2020/05/04 2:43:54 pm GMT+8,F,21,French,13.0,2.0,0.10129629629629626,-0.28833333333333333,0.3896296296296296,6.75,7.5,0.5351834660302288,1.711946760854161,-1.1767632948239322,2.0,1.0,1.0,2.0,0,2.0,3.0,No,No,No,Yes,Yes,No,2.0,2.0
248,2020/05/04 2:48:37 pm GMT+8,M,23,French,12.0,7.0,0.051296296296296263,-0.03833333333333333,0.08962962962962959,3.75,4.25,-0.8100366028791245,0.27621961827291885,-1.0862562211520435,3.0,1.0,2.0,3.0,3,3.0,3.0,No,No,No,Yes,Yes,Yes,2.0,2.0
249,2020/05/04 2:52:25 pm GMT+8,M,24,French,7.0,12.0,-0.19870370370370374,0.21166666666666667,-0.4103703703703704,4.75,2.25,-0.3616299132426734,-0.6073047771616916,0.24567486391901822,3.0,2.0,2.0,2.0,1,2.0,3.0,No,No,Yes,Yes,Yes,Yes,4.0,4.0
250,2020/05/04 3:09:53 pm GMT+8,M,54,French,9.0,9.0,-0.09870370370370374,0.06166666666666667,-0.1603703703703704,4.75,-0.25,-0.3616299132426734,-1.7117102714549548,1.3500803582122813,1.0,1.0,2.0,1.0,1,1.0,4.0,No,No,Yes,Yes,Yes,No,1.0,1.0
251,2020/05/04 3:14:19 pm GMT+8,M,21,French,7.0,6.0,-0.19870370370370374,-0.08833333333333333,-0.11037037037037041,5.75,3.0,0.0867767763937777,-0.27598312887371274,0.36275990526749047,3.0,1.0,3.0,1.0,0,2.0,4.0,No,No,No,No,Yes,No,1.0,2.0
252,2020/05/04 3:23:14 pm GMT+8,F,20,French,14.0,7.0,0.15129629629629626,-0.03833333333333333,0.1896296296296296,7.5,1.75,0.8714884832575671,-0.8281858760203443,1.6996743592779113,2.0,1.0,2.0,2.0,0,3.0,2.0,No,No,No,No,Yes,Yes,1.0,1.0
253,2020/05/04 3:29:41 pm GMT+8,M,54,French,9.0,12.0,-0.09870370370370374,0.21166666666666667,-0.3103703703703704,3.75,3.5,-0.8100366028791245,-0.055102030015060095,-0.7549345728640644,2.0,2.0,2.0,1.0,1,2.0,3.0,Yes,No,Yes,No,Yes,No,2.0,2.0
254,2020/05/04 3:30:56 pm GMT+8,F,42,French,10.0,6.0,-0.048703703703703735,-0.08833333333333333,0.0396296296296296,6.0,-0.25,0.1988784488028905,-1.7117102714549548,1.9105887202578453,2.0,1.0,1.0,1.0,2,3.0,3.0,No,Yes,Yes,Yes,Yes,No,2.0,2.0
255,2020/05/04 3:43:06 pm GMT+8,F,19,French,9.0,8.0,-0.09870370370370374,0.011666666666666669,-0.11037037037037041,6.75,2.25,0.5351834660302288,-0.6073047771616916,1.1424882431919205,3.0,2.0,2.0,2.0,2,3.0,3.0,No,No,No,Yes,Yes,No,1.0,2.0
256,2020/05/04 3:44:37 pm GMT+8,M,22,French,6.0,12.0,-0.24870370370370373,0.21166666666666667,-0.46037037037037043,6.0,4.75,0.1988784488028905,0.49710071713157145,-0.29822226832868093,4.0,1.0,1.0,4.0,2,3.0,4.0,No,No,No,No,No,Yes,1.0,2.0
257,2020/05/04 3:45:55 pm GMT+8,M,25,French,10.0,6.0,-0.048703703703703735,-0.08833333333333333,0.0396296296296296,6.25,5.0,0.31098012121200325,0.6075412665608978,-0.29656114534889455,1.0,2.0,1.0,1.0,0,3.0,4.0,No,Yes,Yes,Yes,Yes,No,3.0,4.0
258,2020/05/04 3:49:57 pm GMT+8,F,24,French,15.0,10.0,0.20129629629629625,0.11166666666666666,0.08962962962962959,6.25,4.5,0.31098012121200325,0.38666016770224515,-0.0756800464902419,2.0,1.0,2.0,2.0,1,3.0,4.0,No,No,No,No,Yes,No,2.0,2.0
259,2020/05/04 3:54:17 pm GMT+8,O,20,French,10.0,16.0,-0.048703703703703735,0.41166666666666674,-0.4603703703703705,2.5,7.25,-1.3705449649246884,1.6015062114248346,-2.972051176349523,3.0,1.0,4.0,2.0,2,2.0,3.0,No,No,No,No,Yes,No,1.0,2.0
260,2020/05/04 3:57:16 pm GMT+8,M,24,French,12.0,8.0,0.051296296296296263,0.011666666666666669,0.0396296296296296,3.5,2.75,-0.9221382752882373,-0.38642367830303903,-0.5357145969851983,2.0,1.0,2.0,1.0,1,2.0,4.0,No,No,No,Yes,Yes,No,1.0,1.0
261,2020/05/04 3:58:04 pm GMT+8,M,66,French,17.0,10.0,0.3012962962962963,0.11166666666666666,0.18962962962962962,2.0,1.25,-1.594748309742914,-1.049066974878997,-0.5456813348639171,2.0,2.0,2.0,3.0,4,3.0,3.0,Yes,Yes,Yes,Yes,Yes,No,1.0,1.0
262,2020/05/04 4:02:32 pm GMT+8,F,66,French,11.0,4.0,0.001296296296296262,-0.18833333333333332,0.1896296296296296,1.25,2.5,-1.9310533269702523,-0.4968642277323653,-1.434189099237887,3.0,3.0,1.0,3.0,3,3.0,3.0,No,Yes,Yes,Yes,Yes,Yes,1.0,1.0
263,2020/05/04 4:08:13 pm GMT+8,M,24,French,9.0,5.0,-0.09870370370370374,-0.13833333333333334,0.0396296296296296,4.5,2.75,-0.4737315856517862,-0.38642367830303903,-0.08730790734874716,3.0,2.0,1.0,1.0,2,2.0,4.0,No,No,No,No,Yes,No,2.0,2.0
264,2020/05/04 4:13:45 pm GMT+8,F,19,French,11.0,2.0,0.001296296296296262,-0.28833333333333333,0.28962962962962957,6.75,1.5,0.5351834660302288,-0.9386264254496706,1.4738098914798994,3.0,2.0,2.0,1.0,1,3.0,4.0,No,No,No,Yes,Yes,No,1.0,2.0
265,2020/05/04 4:14:22 pm GMT+8,M,38,French,16.0,13.0,0.25129629629629624,0.26166666666666666,-0.010370370370370419,3.25,3.25,-1.03423994769735,-0.1655425794443864,-0.8686973682529636,2.0,2.0,2.0,2.0,2,3.0,3.0,No,Yes,Yes,No,Yes,No,2.0,2.0
266,2020/05/04 4:14:23 pm GMT+8,M,40,French,10.0,5.0,-0.048703703703703735,-0.13833333333333334,0.0896296296296296,7.75,5.25,0.98359015566668,0.7179818159902241,0.2656083396764558,1.0,2.0,3.0,2.0,4,3.0,3.0,No,Yes,Yes,Yes,Yes,No,2.0,2.0
267,2020/05/04 4:21:56 pm GMT+8,M,63,French,8.0,14.0,-0.14870370370370373,0.31166666666666665,-0.4603703703703704,4.25,5.0,-0.5858332580608989,0.6075412665608978,-1.1933745246217966,1.0,3.0,4.0,2.0,1,1.0,3.0,Yes,No,Yes,No,Yes,No,2.0,3.0
268,2020/05/04 4:24:03 pm GMT+8,M,19,French,8.0,4.0,-0.14870370370370373,-0.18833333333333332,0.0396296296296296,5.0,4.25,-0.24952824083356062,0.27621961827291885,-0.5257478591064795,3.0,2.0,3.0,4.0,3,3.0,3.0,No,No,No,No,Yes,No,2.0,4.0
269,2020/05/04 4:24:47 pm GMT+8,F,22,French,3.0,5.0,-0.3987037037037037,-0.13833333333333334,-0.26037037037037036,6.25,4.75,0.31098012121200325,0.49710071713157145,-0.1861205959195682,2.0,2.0,3.0,2.0,3,2.0,4.0,No,No,No,No,Yes,No,2.0,2.0
270,2020/05/04 4:30:41 pm GMT+8,F,20,French,20.0,11.0,0.45129629629629625,0.16166666666666668,0.28962962962962957,7.25,4.25,0.7593868108484544,0.27621961827291885,0.48316719257553553,1.0,1.0,2.0,2.0,1,2.0,4.0,No,Yes,Yes,Yes,Yes,No,3.0,3.0
271,2020/05/04 4:31:22 pm GMT+8,F,19,French,13.0,9.0,0.10129629629629626,0.06166666666666667,0.03962962962962959,7.5,6.0,0.8714884832575671,1.049303464278203,-0.17781498102063598,1.0,2.0,3.0,1.0,0,3.0,3.0,No,Yes,Yes,Yes,Yes,No,1.0,1.0
272,2020/05/04 4:44:13 pm GMT+8,M,21,French,12.0,9.0,0.051296296296296263,0.06166666666666667,-0.010370370370370405,6.0,2.75,0.1988784488028905,-0.38642367830303903,0.5853021271059295,3.0,1.0,2.0,3.0,1,2.0,3.0,No,No,Yes,No,Yes,No,2.0,2.0
273,2020/05/04 4:44:21 pm GMT+8,M,21,French,12.0,9.0,0.051296296296296263,0.06166666666666667,-0.010370370370370405,6.0,2.75,0.1988784488028905,-0.38642367830303903,0.5853021271059295,3.0,1.0,2.0,3.0,1,2.0,3.0,No,No,Yes,No,Yes,No,2.0,2.0
274,2020/05/04 4:57:52 pm GMT+8,F,52,French,10.0,8.0,-0.048703703703703735,0.011666666666666669,-0.06037037037037041,6.25,4.25,0.31098012121200325,0.27621961827291885,0.03476050293908439,1.0,1.0,3.0,1.0,1,2.0,3.0,Yes,Yes,Yes,No,Yes,No,2.0,2.0
275,2020/05/04 4:59:46 pm GMT+8,M,20,French,10.0,4.0,-0.048703703703703735,-0.18833333333333332,0.1396296296296296,7.0,3.75,0.6472851384393415,0.055338519414266214,0.5919466190250753,2.0,2.0,2.0,2.0,2,2.0,3.0,No,Yes,Yes,Yes,Yes,No,3.0,2.0
276,2020/05/04 5:03:45 pm GMT+8,F,19,French,11.0,7.0,0.001296296296296262,-0.03833333333333333,0.03962962962962959,7.75,4.25,0.98359015566668,0.27621961827291885,0.7073705373937611,2.0,1.0,2.0,1.0,0,3.0,3.0,No,No,No,Yes,Yes,No,3.0,3.0
277,2020/05/04 5:04:44 pm GMT+8,M,23,French,5.0,16.0,-0.29870370370370375,0.41166666666666674,-0.7103703703703705,6.25,2.0,0.31098012121200325,-0.717745326591018,1.0287254478030212,2.0,1.0,2.0,1.0,0,1.0,3.0,Yes,Yes,Yes,No,Yes,No,1.0,2.0
278,2020/05/04 5:13:40 pm GMT+8,M,21,French,13.0,7.0,0.10129629629629626,-0.03833333333333333,0.1396296296296296,5.5,1.75,-0.025324896015335066,-0.8281858760203443,0.8028609800050093,2.0,1.0,1.0,2.0,1,3.0,4.0,No,No,Yes,Yes,Yes,No,1.0,1.0
279,2020/05/04 5:39:11 pm GMT+8,F,23,French,13.0,7.0,0.10129629629629626,-0.03833333333333333,0.1396296296296296,7.5,3.0,0.8714884832575671,-0.27598312887371274,1.1474716121312798,1.0,1.0,2.0,1.0,2,4.0,3.0,No,Yes,Yes,Yes,Yes,Yes,1.0,1.0
280,2020/05/04 5:44:01 pm GMT+8,F,52,French,10.0,6.0,-0.048703703703703735,-0.08833333333333333,0.0396296296296296,6.75,4.75,0.5351834660302288,0.49710071713157145,0.03808274889865737,1.0,1.0,2.0,1.0,3,2.0,3.0,No,No,Yes,Yes,Yes,No,1.0,3.0
281,2020/05/04 5:54:31 pm GMT+8,M,24,French,10.0,10.0,-0.048703703703703735,0.11166666666666666,-0.16037037037037039,5.75,1.25,0.0867767763937777,-1.049066974878997,1.1358437512727746,1.0,1.0,1.0,1.0,0,2.0,4.0,No,Yes,Yes,Yes,Yes,No,3.0,4.0
282,2020/05/04 6:05:06 pm GMT+8,M,63,French,11.0,5.0,0.001296296296296262,-0.13833333333333334,0.1396296296296296,5.25,1.0,-0.13742656842444784,-1.1595075243083233,1.0220809558838755,2.0,1.0,2.0,1.0,2,3.0,2.0,No,Yes,Yes,No,Yes,Yes,3.0,4.0
283,2020/05/04 6:07:17 pm GMT+8,F,21,French,12.0,6.0,0.051296296296296263,-0.08833333333333333,0.1396296296296296,7.5,7.0,0.8714884832575671,1.4910656619955083,-0.6195771787379412,2.0,1.0,1.0,2.0,2,2.0,3.0,No,No,No,Yes,Yes,Yes,3.0,3.0
284,2020/05/04 6:13:54 pm GMT+8,M,21,French,9.0,8.0,-0.09870370370370374,0.011666666666666669,-0.11037037037037041,7.25,4.25,0.7593868108484544,0.27621961827291885,0.48316719257553553,3.0,1.0,3.0,1.0,0,4.0,4.0,No,No,No,No,No,No,1.0,1.0
285,2020/05/04 6:29:31 pm GMT+8,F,19,French,14.0,2.0,0.15129629629629626,-0.28833333333333333,0.4396296296296296,7.75,3.0,0.98359015566668,-0.27598312887371274,1.2595732845403926,2.0,2.0,2.0,1.0,1,2.0,3.0,No,No,No,Yes,Yes,No,2.0,3.0
286,2020/05/04 6:35:15 pm GMT+8,F,20,French,8.0,5.0,-0.14870370370370373,-0.13833333333333334,-0.010370370370370391,6.75,5.0,0.5351834660302288,0.6075412665608978,-0.07235780053066898,3.0,2.0,2.0,1.0,0,1.0,3.0,No,Yes,Yes,No,Yes,No,2.0,2.0
